bin,participant_id,rho,halflife_responses
5,6a22f88b62f94cd1d52e3d19,0.5781978300956064,6.326191861499792
5,6a43a2cd49feba211cdecf86,0.8643385114691811,23.771980888550296
5,6a4407786c0afee02f74e0d0,0.6430132654476353,7.848312905915757
10,5dbcdf38a39098278b46036c,0.8009205212126205,31.223751559752387
10,5f89a35824bee7076b6d536c,0.7098119762950149,20.222807678434354
10,60324e0d654dbd21e0e7fa2d,0.8917221383866969,60.483678260863854
10,650f06d2017a53e840c5af61,0.10211034521230032,3.037852502506653
10,664b8bef90cdb799d4c4c35d,0.47884832328915744,9.413010813512733
10,681b781064a5701a5ceee3bc,0.856795243899571,44.847549521989706
10,6931bc7a9286300ba24d7703,0.6031493353096987,13.70965705972769
10,697aa4b8d2b6c1b3b9d7ae2c,0.7447738255742824,23.522453360462123
10,698078075d3326e1b30bd1c3,0.30429572743830974,5.825964399838051
10,69825ba5f82e6ac78f401931,0.3470338340871733,6.549424246190637
10,69861227e96662416a5b08ac,0.7268866822558568,21.729795047921158
10,698754c1f51d3f9181f7952b,0.4400495977571004,8.444077718147424
10,699b19eb2744be8e2c9e73ed,0.6483885180335486,15.998219674017722
10,69ab872f2dc6e02760face50,0.5127262281986574,10.376249068046437
10,69cbcb9a5c8b56847e4ebda5,0.8006275308442254,31.17237407114549
10,69ed0ecd116ddecaafd2d726,0.29734758281426427,5.7150115304729745
10,6a0415c09c578ebcf634a8f7,0.5235134470440971,10.710060978002815
10,6a17230d60e2a318a8073ab6,0.2151007661897006,4.5107719758354765
10,6a19b14498b3d36bccc467cb,0.7770778450366332,27.482420789653755
10,6a1e249fc87cc5282b9262b3,0.6419616182837176,15.638658142531014
10,6a22f88b62f94cd1d52e3d19,0.4020764493540604,7.607696885372909
10,6a43a2cd49feba211cdecf86,0.8598044870286367,45.88851404771877
10,6a4407786c0afee02f74e0d0,0.7572980413765452,24.9334962903685
20,5dbcdf38a39098278b46036c,0.7769692702966357,54.93440691072759
20,5f89a35824bee7076b6d536c,0.5868690213880476,26.01153869304682
20,60324e0d654dbd21e0e7fa2d,0.8447559245747719,82.17145250700608
20,650f06d2017a53e840c5af61,0.22334204320808018,9.247814075345019
20,664b8bef90cdb799d4c4c35d,0.5318411260845564,21.95551750025199
20,681b781064a5701a5ceee3bc,0.8479265989047696,84.03759917566873
20,6931bc7a9286300ba24d7703,0.5670766165814647,24.438392694190295
20,697aa4b8d2b6c1b3b9d7ae2c,0.7745216012685583,54.25603036734796
20,698078075d3326e1b30bd1c3,0.26990914551090084,10.585067182801005
20,69825ba5f82e6ac78f401931,0.3726941323895284,14.045575189544534
20,69861227e96662416a5b08ac,0.8125755066930473,66.79441844137402
20,698754c1f51d3f9181f7952b,0.48267144611288204,19.0315489424949
20,699b19eb2744be8e2c9e73ed,0.5997397976128825,27.11528418595986
20,69ab872f2dc6e02760face50,0.4413600163410487,16.949552495951046
20,69cbcb9a5c8b56847e4ebda5,0.868278662654376,98.14989227527461
20,69ed0ecd116ddecaafd2d726,0.25581968446597947,10.168797896951407
20,6a0415c09c578ebcf634a8f7,0.5634317196068002,24.163714698102684
20,6a17230d60e2a318a8073ab6,0.33050908501748316,12.52161413823581
20,6a19b14498b3d36bccc467cb,0.7369616945303672,45.41960731099785
20,6a1e249fc87cc5282b9262b3,0.6516666199041854,32.37325080266772
20,6a22f88b62f94cd1d52e3d19,0.4772422795475288,18.7405201805719
20,6a43a2cd49feba211cdecf86,0.8404260576160175,79.74252698775571
20,6a4407786c0afee02f74e0d0,0.818829540433238,69.35655804793059
