participant_id,perturbation_id,type,repetition,duration_responses,pre_responses_in_block,recovery_responses,recovery_bins,rewards_during
664b8bef90cdb799d4c4c35d,pert_08_extinction,extinction,4,8,128,64,6,0
681b781064a5701a5ceee3bc,pert_01_extinction,extinction,1,8,33,159,15,0
681b781064a5701a5ceee3bc,pert_02_contingency_reversal,contingency_reversal,1,8,46,146,14,3
681b781064a5701a5ceee3bc,pert_03_extinction,extinction,2,8,59,133,13,0
681b781064a5701a5ceee3bc,pert_04_contingency_reversal,contingency_reversal,2,8,31,161,16,6
681b781064a5701a5ceee3bc,pert_05_contingency_reversal,contingency_reversal,3,8,157,35,3,2
681b781064a5701a5ceee3bc,pert_06_extinction,extinction,3,8,132,60,6,0
681b781064a5701a5ceee3bc,pert_07_extinction,extinction,4,8,146,46,4,0
681b781064a5701a5ceee3bc,pert_08_contingency_reversal,contingency_reversal,4,8,138,54,5,2
6931bc7a9286300ba24d7703,pert_01_extinction,extinction,1,8,59,133,13,0
6931bc7a9286300ba24d7703,pert_02_extinction,extinction,2,8,33,159,15,0
6931bc7a9286300ba24d7703,pert_03_extinction,extinction,3,8,31,161,16,0
6931bc7a9286300ba24d7703,pert_04_contingency_reversal,contingency_reversal,1,8,27,165,16,6
6931bc7a9286300ba24d7703,pert_05_extinction,extinction,4,8,144,48,4,0
6931bc7a9286300ba24d7703,pert_06_contingency_reversal,contingency_reversal,2,8,132,60,6,2
6931bc7a9286300ba24d7703,pert_07_contingency_reversal,contingency_reversal,3,8,158,34,3,2
6931bc7a9286300ba24d7703,pert_08_contingency_reversal,contingency_reversal,4,8,141,51,5,1
697aa4b8d2b6c1b3b9d7ae2c,pert_01_extinction,extinction,1,8,58,134,13,0
697aa4b8d2b6c1b3b9d7ae2c,pert_02_contingency_reversal,contingency_reversal,1,8,60,132,13,5
697aa4b8d2b6c1b3b9d7ae2c,pert_03_contingency_reversal,contingency_reversal,2,8,31,161,16,2
697aa4b8d2b6c1b3b9d7ae2c,pert_04_extinction,extinction,2,8,56,136,13,0
697aa4b8d2b6c1b3b9d7ae2c,pert_05_contingency_reversal,contingency_reversal,3,8,155,37,3,6
697aa4b8d2b6c1b3b9d7ae2c,pert_06_contingency_reversal,contingency_reversal,4,8,130,62,6,3
697aa4b8d2b6c1b3b9d7ae2c,pert_07_extinction,extinction,3,8,141,51,5,0
697aa4b8d2b6c1b3b9d7ae2c,pert_08_extinction,extinction,4,8,157,35,3,0
698078075d3326e1b30bd1c3,pert_01_extinction,extinction,1,8,42,150,15,0
698078075d3326e1b30bd1c3,pert_02_contingency_reversal,contingency_reversal,1,8,40,152,15,3
698078075d3326e1b30bd1c3,pert_03_contingency_reversal,contingency_reversal,2,8,49,143,14,2
698078075d3326e1b30bd1c3,pert_04_extinction,extinction,2,8,52,140,14,0
698078075d3326e1b30bd1c3,pert_05_extinction,extinction,3,8,129,63,6,0
698078075d3326e1b30bd1c3,pert_06_extinction,extinction,4,8,128,64,6,0
698078075d3326e1b30bd1c3,pert_07_contingency_reversal,contingency_reversal,3,8,134,58,5,4
698078075d3326e1b30bd1c3,pert_08_contingency_reversal,contingency_reversal,4,8,143,49,4,5
69825ba5f82e6ac78f401931,pert_01_extinction,extinction,1,8,49,143,14,0
69825ba5f82e6ac78f401931,pert_02_extinction,extinction,2,8,43,149,14,0
69825ba5f82e6ac78f401931,pert_03_extinction,extinction,3,8,55,137,13,0
69825ba5f82e6ac78f401931,pert_04_contingency_reversal,contingency_reversal,1,8,27,165,16,1
69825ba5f82e6ac78f401931,pert_05_extinction,extinction,4,8,155,37,3,0
69825ba5f82e6ac78f401931,pert_06_contingency_reversal,contingency_reversal,2,8,155,37,3,0
69825ba5f82e6ac78f401931,pert_07_contingency_reversal,contingency_reversal,3,8,144,48,4,0
69825ba5f82e6ac78f401931,pert_08_contingency_reversal,contingency_reversal,4,8,141,51,5,0
69861227e96662416a5b08ac,pert_01_contingency_reversal,contingency_reversal,1,8,59,133,13,3
69861227e96662416a5b08ac,pert_02_extinction,extinction,1,8,30,162,16,0
69861227e96662416a5b08ac,pert_03_extinction,extinction,2,8,59,133,13,0
69861227e96662416a5b08ac,pert_04_contingency_reversal,contingency_reversal,2,8,48,144,14,2
69861227e96662416a5b08ac,pert_05_extinction,extinction,3,8,162,30,3,0
69861227e96662416a5b08ac,pert_06_extinction,extinction,4,8,141,51,5,0
69861227e96662416a5b08ac,pert_07_contingency_reversal,contingency_reversal,3,8,158,34,3,2
69861227e96662416a5b08ac,pert_08_contingency_reversal,contingency_reversal,4,8,158,34,3,2
699b19eb2744be8e2c9e73ed,pert_01_contingency_reversal,contingency_reversal,1,8,51,141,14,3
699b19eb2744be8e2c9e73ed,pert_02_contingency_reversal,contingency_reversal,2,8,56,136,13,2
699b19eb2744be8e2c9e73ed,pert_03_extinction,extinction,1,8,42,150,15,0
699b19eb2744be8e2c9e73ed,pert_04_extinction,extinction,2,8,59,133,13,0
699b19eb2744be8e2c9e73ed,pert_05_extinction,extinction,3,8,130,62,6,0
699b19eb2744be8e2c9e73ed,pert_06_extinction,extinction,4,8,160,32,3,0
699b19eb2744be8e2c9e73ed,pert_07_contingency_reversal,contingency_reversal,3,8,129,63,6,3
699b19eb2744be8e2c9e73ed,pert_08_contingency_reversal,contingency_reversal,4,8,126,66,6,1
69ab872f2dc6e02760face50,pert_01_extinction,extinction,1,8,35,157,15,0
69ab872f2dc6e02760face50,pert_02_contingency_reversal,contingency_reversal,1,8,34,158,15,4
69ab872f2dc6e02760face50,pert_03_extinction,extinction,2,8,58,134,13,0
69ab872f2dc6e02760face50,pert_04_contingency_reversal,contingency_reversal,2,8,30,162,16,4
69ab872f2dc6e02760face50,pert_05_extinction,extinction,3,8,133,59,5,0
69ab872f2dc6e02760face50,pert_06_extinction,extinction,4,8,137,55,5,0
69ab872f2dc6e02760face50,pert_07_contingency_reversal,contingency_reversal,3,8,128,64,6,0
69ab872f2dc6e02760face50,pert_08_contingency_reversal,contingency_reversal,4,8,137,55,5,3
69cbcb9a5c8b56847e4ebda5,pert_01_extinction,extinction,1,8,54,138,13,0
69cbcb9a5c8b56847e4ebda5,pert_02_extinction,extinction,2,8,44,148,14,0
69cbcb9a5c8b56847e4ebda5,pert_03_contingency_reversal,contingency_reversal,1,8,37,155,15,1
69cbcb9a5c8b56847e4ebda5,pert_04_extinction,extinction,3,8,27,165,16,0
69cbcb9a5c8b56847e4ebda5,pert_05_contingency_reversal,contingency_reversal,2,8,159,33,3,1
69cbcb9a5c8b56847e4ebda5,pert_06_extinction,extinction,4,8,142,50,5,0
69cbcb9a5c8b56847e4ebda5,pert_07_contingency_reversal,contingency_reversal,3,8,154,38,3,4
69cbcb9a5c8b56847e4ebda5,pert_08_contingency_reversal,contingency_reversal,4,8,155,37,3,7
69ed0ecd116ddecaafd2d726,pert_01_extinction,extinction,1,8,32,160,16,0
69ed0ecd116ddecaafd2d726,pert_02_contingency_reversal,contingency_reversal,1,8,34,158,15,1
69ed0ecd116ddecaafd2d726,pert_03_extinction,extinction,2,8,55,137,13,0
69ed0ecd116ddecaafd2d726,pert_04_contingency_reversal,contingency_reversal,2,8,32,160,16,5
69ed0ecd116ddecaafd2d726,pert_05_contingency_reversal,contingency_reversal,3,8,154,38,3,2
69ed0ecd116ddecaafd2d726,pert_06_extinction,extinction,3,8,150,42,4,0
69ed0ecd116ddecaafd2d726,pert_07_extinction,extinction,4,8,126,66,6,0
69ed0ecd116ddecaafd2d726,pert_08_contingency_reversal,contingency_reversal,4,8,134,58,5,2
6a0415c09c578ebcf634a8f7,pert_01_extinction,extinction,1,8,34,158,15,0
6a0415c09c578ebcf634a8f7,pert_02_contingency_reversal,contingency_reversal,1,8,45,147,14,5
6a0415c09c578ebcf634a8f7,pert_03_contingency_reversal,contingency_reversal,2,8,53,139,13,5
6a0415c09c578ebcf634a8f7,pert_04_extinction,extinction,2,8,49,143,14,0
6a0415c09c578ebcf634a8f7,pert_05_contingency_reversal,contingency_reversal,3,8,131,61,6,4
6a0415c09c578ebcf634a8f7,pert_06_extinction,extinction,3,8,133,59,5,0
6a0415c09c578ebcf634a8f7,pert_07_extinction,extinction,4,8,134,58,5,0
6a0415c09c578ebcf634a8f7,pert_08_contingency_reversal,contingency_reversal,4,8,148,44,4,4
6a17230d60e2a318a8073ab6,pert_01_contingency_reversal,contingency_reversal,1,8,42,150,15,4
6a17230d60e2a318a8073ab6,pert_02_extinction,extinction,1,8,42,150,15,0
6a17230d60e2a318a8073ab6,pert_03_contingency_reversal,contingency_reversal,2,8,62,130,13,2
6a17230d60e2a318a8073ab6,pert_04_extinction,extinction,2,8,59,133,13,0
6a17230d60e2a318a8073ab6,pert_05_contingency_reversal,contingency_reversal,3,8,149,43,4,6
6a17230d60e2a318a8073ab6,pert_06_contingency_reversal,contingency_reversal,4,8,144,48,4,3
6a17230d60e2a318a8073ab6,pert_07_extinction,extinction,3,8,154,38,3,0
6a17230d60e2a318a8073ab6,pert_08_extinction,extinction,4,8,142,50,5,0
6a19b14498b3d36bccc467cb,pert_01_extinction,extinction,1,8,32,160,16,0
6a19b14498b3d36bccc467cb,pert_02_contingency_reversal,contingency_reversal,1,8,42,150,15,3
6a19b14498b3d36bccc467cb,pert_03_contingency_reversal,contingency_reversal,2,8,33,159,15,3
6a19b14498b3d36bccc467cb,pert_04_contingency_reversal,contingency_reversal,3,8,43,149,14,0
6a19b14498b3d36bccc467cb,pert_05_contingency_reversal,contingency_reversal,4,8,146,46,4,3
6a19b14498b3d36bccc467cb,pert_06_extinction,extinction,2,8,160,32,3,0
6a19b14498b3d36bccc467cb,pert_07_extinction,extinction,3,8,136,56,5,0
6a19b14498b3d36bccc467cb,pert_08_extinction,extinction,4,8,158,34,3,0
6a1e249fc87cc5282b9262b3,pert_01_extinction,extinction,1,8,59,133,13,0
6a1e249fc87cc5282b9262b3,pert_02_contingency_reversal,contingency_reversal,1,8,26,166,16,3
6a1e249fc87cc5282b9262b3,pert_03_contingency_reversal,contingency_reversal,2,8,25,167,16,4
6a1e249fc87cc5282b9262b3,pert_04_contingency_reversal,contingency_reversal,3,8,39,153,15,3
6a1e249fc87cc5282b9262b3,pert_05_extinction,extinction,2,8,162,30,3,0
6a1e249fc87cc5282b9262b3,pert_06_contingency_reversal,contingency_reversal,4,8,130,62,6,1
6a1e249fc87cc5282b9262b3,pert_07_extinction,extinction,3,8,157,35,3,0
6a1e249fc87cc5282b9262b3,pert_08_extinction,extinction,4,8,126,66,6,0
6a22f88b62f94cd1d52e3d19,pert_01_extinction,extinction,1,8,34,158,15,0
6a22f88b62f94cd1d52e3d19,pert_02_extinction,extinction,2,8,41,151,15,0
6a22f88b62f94cd1d52e3d19,pert_03_contingency_reversal,contingency_reversal,1,8,26,166,16,1
6a22f88b62f94cd1d52e3d19,pert_04_contingency_reversal,contingency_reversal,2,8,51,141,14,4
6a22f88b62f94cd1d52e3d19,pert_05_contingency_reversal,contingency_reversal,3,8,160,32,3,4
6a22f88b62f94cd1d52e3d19,pert_06_extinction,extinction,3,8,126,66,6,0
6a22f88b62f94cd1d52e3d19,pert_07_extinction,extinction,4,8,154,38,3,0
6a22f88b62f94cd1d52e3d19,pert_08_contingency_reversal,contingency_reversal,4,8,126,66,6,3
6a43a2cd49feba211cdecf86,pert_01_extinction,extinction,1,8,47,145,14,0
6a43a2cd49feba211cdecf86,pert_02_contingency_reversal,contingency_reversal,1,8,52,140,14,5
6a43a2cd49feba211cdecf86,pert_03_extinction,extinction,2,8,34,158,15,0
6a43a2cd49feba211cdecf86,pert_04_contingency_reversal,contingency_reversal,2,8,58,134,13,2
6a43a2cd49feba211cdecf86,pert_05_contingency_reversal,contingency_reversal,3,8,147,45,4,0
6a43a2cd49feba211cdecf86,pert_06_extinction,extinction,3,8,125,67,6,0
6a43a2cd49feba211cdecf86,pert_07_extinction,extinction,4,8,137,55,5,0
6a43a2cd49feba211cdecf86,pert_08_contingency_reversal,contingency_reversal,4,8,158,34,3,6
6a4407786c0afee02f74e0d0,pert_01_extinction,extinction,1,8,28,164,16,0
6a4407786c0afee02f74e0d0,pert_02_contingency_reversal,contingency_reversal,1,8,45,147,14,5
6a4407786c0afee02f74e0d0,pert_03_contingency_reversal,contingency_reversal,2,8,50,142,14,1
6a4407786c0afee02f74e0d0,pert_04_extinction,extinction,2,8,27,165,16,0
6a4407786c0afee02f74e0d0,pert_05_contingency_reversal,contingency_reversal,3,8,140,52,5,3
6a4407786c0afee02f74e0d0,pert_06_contingency_reversal,contingency_reversal,4,8,161,31,3,1
6a4407786c0afee02f74e0d0,pert_07_extinction,extinction,3,8,150,42,4,0
6a4407786c0afee02f74e0d0,pert_08_extinction,extinction,4,8,152,40,4,0
