participant_id,prolific_pid,study_id,session_id,experiment_version,is_test,arm,timestamp_utc,elapsed_ms,response_time_ms,trial_index,context_index,trial_in_context,context_color,target_index,target_label,alternatives,target_position,chosen_position,chosen_index,chosen_label,correct,rewarded,points_total,error_disparity,match_shape,match_size,match_orientation,match_hue,navail_shape,navail_size,navail_orientation,navail_hue,advanced_after
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:46:54.853+00,12119,977,11,0,12,#1F3A5F,11,square|small|horizontal|orange,"{10,3,11,12}",2,2,11,square|small|horizontal|orange,1,1,2,0,1,1,1,1,2,3,3,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:46:55.813+00,13080,596,12,0,13,#1F3A5F,11,square|small|horizontal|orange,"{4,8,15,11}",3,3,11,square|small|horizontal|orange,1,0,2,0,1,1,1,1,2,2,2,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:46:57.385+00,14652,1209,13,0,14,#1F3A5F,11,square|small|horizontal|orange,"{13,8,11,1}",2,2,11,square|small|horizontal|orange,1,1,3,0,1,1,1,1,3,1,3,3,criterion
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:46:59.952+00,17219,2209,14,1,1,#4A2C4D,1,square|large|horizontal|blue,"{0,1,4,2}",1,2,4,circle|large|vertical|blue,0,0,3,2,0,1,0,1,1,3,3,4,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:01.505+00,18772,1192,15,1,2,#4A2C4D,1,square|large|horizontal|blue,"{15,8,1,13}",2,0,15,square|small|vertical|orange,0,0,3,3,1,0,0,0,3,3,2,1,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:02.485+00,19751,626,16,1,3,#4A2C4D,1,square|large|horizontal|blue,"{1,14,3,11}",0,1,14,circle|small|vertical|orange,0,0,3,4,0,0,0,0,3,1,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:03.573+00,20840,732,17,1,4,#4A2C4D,1,square|large|horizontal|blue,"{5,7,10,1}",3,1,7,square|small|vertical|blue,0,0,3,2,1,0,0,1,3,2,2,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:04.417+00,21684,491,18,1,5,#4A2C4D,1,square|large|horizontal|blue,"{9,2,1,5}",2,3,5,square|large|vertical|blue,0,0,3,1,1,1,0,1,3,3,3,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:06.197+00,23463,1420,19,1,6,#4A2C4D,1,square|large|horizontal|blue,"{0,3,1,6}",2,0,0,circle|large|horizontal|blue,0,0,3,1,0,1,1,1,2,2,3,4,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:07.277+00,24543,716,20,1,7,#4A2C4D,1,square|large|horizontal|blue,"{2,1,4,10}",1,1,1,square|large|horizontal|blue,1,1,4,0,1,1,1,1,1,2,3,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:08.249+00,25516,621,21,1,8,#4A2C4D,1,square|large|horizontal|blue,"{12,4,9,1}",3,3,1,square|large|horizontal|blue,1,1,5,0,1,1,1,1,2,4,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:09.633+00,26900,1024,22,1,9,#4A2C4D,1,square|large|horizontal|blue,"{0,11,2,1}",3,3,1,square|large|horizontal|blue,1,0,5,0,1,1,1,1,2,2,4,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:11.049+00,28316,1054,23,1,10,#4A2C4D,1,square|large|horizontal|blue,"{3,2,1,6}",2,1,2,circle|small|horizontal|blue,0,0,5,2,0,0,1,1,2,1,3,4,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:12.253+00,29520,843,24,1,11,#4A2C4D,1,square|large|horizontal|blue,"{1,15,3,13}",0,0,1,square|large|horizontal|blue,1,1,6,0,1,1,1,1,4,2,2,2,criterion
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:13.965+00,31231,1355,25,2,1,#1E4438,15,square|small|vertical|orange,"{15,9,4,14}",0,3,14,circle|small|vertical|orange,0,0,6,1,0,1,1,1,2,2,3,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:15.005+00,32272,676,26,2,2,#1E4438,15,square|small|vertical|orange,"{15,4,1,13}",0,1,4,circle|large|vertical|blue,0,1,7,3,0,0,1,0,3,1,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:17.893+00,35160,2531,27,2,3,#1E4438,15,square|small|vertical|orange,"{9,15,0,11}",1,2,0,circle|large|horizontal|blue,0,0,7,4,0,0,0,0,3,2,1,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:18.937+00,36204,693,28,2,4,#1E4438,15,square|small|vertical|orange,"{11,1,15,6}",2,3,6,circle|small|vertical|blue,0,1,8,2,0,1,1,0,3,3,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:20.033+00,37300,739,29,2,5,#1E4438,15,square|small|vertical|orange,"{10,15,4,0}",1,2,4,circle|large|vertical|blue,0,0,8,3,0,0,1,0,1,2,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:21.089+00,38356,694,30,2,6,#1E4438,15,square|small|vertical|orange,"{15,0,14,1}",0,0,15,square|small|vertical|orange,1,1,9,0,1,1,1,1,2,2,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:22.769+00,40036,1326,31,2,7,#1E4438,15,square|small|vertical|orange,"{0,13,15,7}",2,0,0,circle|large|horizontal|blue,0,0,9,4,0,0,0,0,3,2,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:23.561+00,40828,434,32,2,8,#1E4438,15,square|small|vertical|orange,"{1,0,7,15}",3,1,0,circle|large|horizontal|blue,0,0,9,4,0,0,0,0,3,2,2,1,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:24.901+00,42168,986,33,2,9,#1E4438,15,square|small|vertical|orange,"{3,15,12,2}",1,2,12,circle|large|vertical|orange,0,0,9,2,0,0,1,1,2,3,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:26.121+00,43388,861,34,2,10,#1E4438,15,square|small|vertical|orange,"{15,8,11,3}",0,3,3,square|small|horizontal|blue,0,0,9,2,1,1,0,0,3,3,1,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:26.997+00,44264,514,35,2,11,#1E4438,15,square|small|vertical|orange,"{3,4,15,14}",2,1,4,circle|large|vertical|blue,0,1,10,3,0,0,1,0,2,3,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:28.273+00,45540,925,36,2,12,#1E4438,15,square|small|vertical|orange,"{11,15,8,12}",1,0,11,square|small|horizontal|orange,0,0,10,1,1,1,0,1,2,2,2,4,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:29.269+00,46535,641,37,2,13,#1E4438,15,square|small|vertical|orange,"{12,10,1,15}",3,0,12,circle|large|vertical|orange,0,0,10,2,0,0,1,1,2,2,2,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:30.325+00,47592,698,38,2,14,#1E4438,15,square|small|vertical|orange,"{0,5,10,15}",3,1,5,square|large|vertical|blue,0,0,10,2,1,0,1,0,2,2,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:31.269+00,48536,591,39,2,15,#1E4438,15,square|small|vertical|orange,"{6,10,3,15}",3,3,15,square|small|vertical|orange,1,1,11,0,1,1,1,1,2,4,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:32.669+00,49935,1039,40,2,16,#1E4438,15,square|small|vertical|orange,"{13,15,2,12}",1,1,15,square|small|vertical|orange,1,1,12,0,1,1,1,1,2,2,3,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:34.109+00,51376,1079,41,2,17,#1E4438,15,square|small|vertical|orange,"{12,15,1,5}",1,0,12,circle|large|vertical|orange,0,1,13,2,0,0,1,1,3,1,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:35.501+00,52768,1030,42,2,18,#1E4438,15,square|small|vertical|orange,"{15,0,5,8}",0,1,0,circle|large|horizontal|blue,0,0,13,4,0,0,0,0,2,1,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:36.568+00,53835,709,43,2,19,#1E4438,15,square|small|vertical|orange,"{6,15,14,7}",1,0,6,circle|small|vertical|blue,0,0,13,2,0,1,1,0,2,4,4,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:37.461+00,54728,533,44,2,20,#1E4438,15,square|small|vertical|orange,"{4,15,7,11}",1,0,4,circle|large|vertical|blue,0,0,13,3,0,0,1,0,3,3,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:38.58+00,55847,767,45,2,21,#1E4438,15,square|small|vertical|orange,"{13,8,14,15}",3,2,14,circle|small|vertical|orange,0,0,13,1,0,1,1,1,2,2,3,4,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:39.765+00,57032,832,46,2,22,#1E4438,15,square|small|vertical|orange,"{0,15,13,5}",1,1,15,square|small|vertical|orange,1,1,14,0,1,1,1,1,3,1,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:42.137+00,59403,2019,47,2,23,#1E4438,15,square|small|vertical|orange,"{15,8,6,3}",0,0,15,square|small|vertical|orange,1,1,15,0,1,1,1,1,2,3,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:43.541+00,60808,1039,48,2,24,#1E4438,15,square|small|vertical|orange,"{7,15,5,0}",1,1,15,square|small|vertical|orange,1,1,16,0,1,1,1,1,3,2,3,1,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:44.649+00,61916,753,49,2,25,#1E4438,15,square|small|vertical|orange,"{15,8,9,12}",0,0,15,square|small|vertical|orange,1,0,16,0,1,1,1,1,2,1,2,4,criterion
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:46.861+00,64128,1846,50,3,1,#5A3A1E,10,circle|small|horizontal|orange,"{4,10,7,11}",1,0,4,circle|large|vertical|blue,0,0,16,3,1,0,0,0,2,3,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:48.325+00,65592,1108,51,3,2,#5A3A1E,10,circle|small|horizontal|orange,"{5,1,10,14}",2,1,1,square|large|horizontal|blue,0,0,16,3,0,0,1,0,2,2,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:49.733+00,67000,1055,52,3,3,#5A3A1E,10,circle|small|horizontal|orange,"{10,3,11,13}",0,0,10,circle|small|horizontal|orange,1,1,17,0,1,1,1,1,1,3,3,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:50.86+00,68127,776,53,3,4,#5A3A1E,10,circle|small|horizontal|orange,"{1,0,10,13}",2,2,10,circle|small|horizontal|orange,1,1,18,0,1,1,1,1,2,1,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:52.348+00,69615,1129,54,3,5,#5A3A1E,10,circle|small|horizontal|orange,"{9,7,13,10}",3,0,9,square|large|horizontal|orange,0,0,18,2,0,0,1,1,1,2,2,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:53.333+00,70600,631,55,3,6,#5A3A1E,10,circle|small|horizontal|orange,"{10,8,15,4}",0,0,10,circle|small|horizontal|orange,1,1,19,0,1,1,1,1,3,2,2,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:54.745+00,72011,1059,56,3,7,#5A3A1E,10,circle|small|horizontal|orange,"{2,10,13,11}",1,0,2,circle|small|horizontal|blue,0,0,19,1,1,1,1,0,2,3,3,3,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:55.701+00,72968,595,57,3,8,#5A3A1E,10,circle|small|horizontal|orange,"{3,7,10,11}",2,2,10,circle|small|horizontal|orange,1,1,20,0,1,1,1,1,1,4,3,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:56.645+00,73912,592,58,3,9,#5A3A1E,10,circle|small|horizontal|orange,"{6,2,10,15}",2,2,10,circle|small|horizontal|orange,1,1,21,0,1,1,1,1,3,4,2,2,
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:57.748+00,75015,751,59,3,10,#5A3A1E,10,circle|small|horizontal|orange,"{14,10,9,5}",1,1,10,circle|small|horizontal|orange,1,1,22,0,1,1,1,1,2,2,2,3,criterion
69123b3d59a724db57ce3a37,69123b3d59a724db57ce3a37,6aa5e2a1421fd865aae66c6f,eigen-dynamics-1.0.0::69123b3d59a724db57ce3a37::probabilistic::cjit1ojy,eigen-dynamics-1.0.0,0,probabilistic,2026-09-12 23:47:59.505+00,76771,1392,60,4,1,#3B2E5A,9,square|large|horizontal|orange,"{15,1,10,9}",3,0,15,square|small|vertical|orange,0,0,22,2,1,0,0,1,3,2,3,3,
