participant_id,prolific_pid,study_id,session_id,experiment_version,is_test,arm,timestamp_utc,elapsed_ms,response_time_ms,trial_index,context_index,trial_in_context,context_color,target_index,target_label,alternatives,target_position,chosen_position,chosen_index,chosen_label,correct,rewarded,points_total,error_disparity,match_shape,match_size,match_orientation,match_hue,navail_shape,navail_size,navail_orientation,navail_hue,advanced_after
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:13.076+00,51888,798,49,3,12,#5A3A1E,14,circle|small|vertical|orange,"{3,0,14,9}",2,2,14,circle|small|vertical|orange,1,1,42,0,1,1,1,1,2,2,1,2,criterion
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:14.484+00,53296,1057,50,4,1,#3B2E5A,1,square|large|horizontal|blue,"{6,9,1,13}",2,0,6,circle|small|vertical|blue,0,0,42,3,0,0,0,1,3,3,2,2,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:15.551+00,54363,715,51,4,2,#3B2E5A,1,square|large|horizontal|blue,"{3,1,9,7}",1,1,1,square|large|horizontal|blue,1,1,43,0,1,1,1,1,4,2,3,3,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:16.434+00,55246,532,52,4,3,#3B2E5A,1,square|large|horizontal|blue,"{12,1,11,6}",1,1,1,square|large|horizontal|blue,1,1,44,0,1,1,1,1,2,2,2,2,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:17.376+00,56188,589,53,4,4,#3B2E5A,1,square|large|horizontal|blue,"{6,2,8,1}",3,3,1,square|large|horizontal|blue,1,1,45,0,1,1,1,1,1,2,3,3,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:18.276+00,57088,548,54,4,5,#3B2E5A,1,square|large|horizontal|blue,"{2,1,8,13}",1,1,1,square|large|horizontal|blue,1,1,46,0,1,1,1,1,2,3,3,2,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:19.384+00,58196,756,55,4,6,#3B2E5A,1,square|large|horizontal|blue,"{10,13,1,5}",2,2,1,square|large|horizontal|blue,1,1,47,0,1,1,1,1,3,3,2,2,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:20.284+00,59096,549,56,4,7,#3B2E5A,1,square|large|horizontal|blue,"{3,6,1,2}",2,2,1,square|large|horizontal|blue,1,1,48,0,1,1,1,1,2,1,3,4,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:21.11+00,59921,474,57,4,8,#3B2E5A,1,square|large|horizontal|blue,"{10,9,1,3}",2,2,1,square|large|horizontal|blue,1,1,49,0,1,1,1,1,3,2,4,2,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:22.168+00,60979,706,58,4,9,#3B2E5A,1,square|large|horizontal|blue,"{5,13,7,1}",3,3,1,square|large|horizontal|blue,1,1,50,0,1,1,1,1,4,3,1,3,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:23.134+00,61946,615,59,4,10,#3B2E5A,1,square|large|horizontal|blue,"{10,1,13,4}",1,1,1,square|large|horizontal|blue,1,1,51,0,1,1,1,1,2,3,2,2,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:24.109+00,62921,624,60,4,11,#3B2E5A,1,square|large|horizontal|blue,"{13,0,1,6}",2,2,1,square|large|horizontal|blue,1,1,52,0,1,1,1,1,2,3,2,3,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:25.201+00,64013,740,61,4,12,#3B2E5A,1,square|large|horizontal|blue,"{11,2,1,4}",2,2,1,square|large|horizontal|blue,1,1,53,0,1,1,1,1,2,2,3,3,criterion
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:26.796+00,65608,1245,62,5,1,#14434A,6,circle|small|vertical|blue,"{12,8,6,13}",2,2,6,circle|small|vertical|blue,1,1,54,0,1,1,1,1,3,1,3,1,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:27.668+00,66479,521,63,5,2,#14434A,6,circle|small|vertical|blue,"{1,13,6,12}",2,2,6,circle|small|vertical|blue,1,1,55,0,1,1,1,1,2,1,3,2,
local-cc9j9qhh,,,eigen-dynamics-1.0.0::local-cc9j9qhh,eigen-dynamics-1.0.0,1,deterministic,2026-09-12 22:52:28.393+00,67204,374,64,5,3,#14434A,6,circle|small|vertical|blue,"{9,7,8,6}",3,2,8,circle|large|horizontal|orange,0,0,55,3,1,0,0,0,2,2,2,2,
